id,Degree,Year,Semester,Course,Regime,Language,Type,Duration,Professor,Class_Group,Value,duration,priority
654,LEM,1,1,APROG,D,PT,PL,2,JSM,1DA,1.0,2,1
656,LEM,1,1,APROG,D,PT,PL,2,JSM,1DC,1.0,2,1
658,LEM,1,1,APROG,D,PT,PL,2,JSM,1DE,1.0,2,1
660,LEM,1,1,APROG,D,PT,PL,2,JSM,1DG,1.0,2,1
662,LEM,1,1,APROG,D,PT,PL,2,JSM,1DI,1.0,2,1
736,LEM,1,1,FSIAP,D,PT,TP,2,MPA,1DF,1.0,2,1
741,LEM,1,1,FSIAP,D,PT,TP,2,MPA,1DK,1.0,2,1
802,LEM,1,1,FSIAP,N,PT,TP,2,MPA,1NC,1.0,2,1
1073,LEM,3,1,ORMAQ,D,PT,TP,2,AJC,3DB,1.0,2,1
1081,LEM,3,1,ORMAQ,D,PT,TP,2,AJC,3DJ_E,1.0,2,1
1102,LEM,3,1,PFAB2,D,PT,TP,2,RPM,3DA,1.0,2,1
1103,LEM,3,1,PFAB2,D,PT,TP,2,RPM,3DB,1.0,2,1
1104,LEM,3,1,PFAB2,D,PT,TP,2,RPM,3DC,1.0,2,1
1106,LEM,3,1,PFAB2,D,PT,TP,2,RPM,3DE,1.0,2,1
1107,LEM,3,1,PFAB2,D,PT,TP,2,RPM,3DF,1.0,2,1
1145,LEM,3,1,TRFCA-M,D,PT,TP,2,LOC,3DD,1.0,2,1
1165,LEM,3,1,ORGI1,N,PT,TP,2,VEC,3NB,1.0,2,1
132,LEM,1,1,FSIAP,D,PT,T,1,MPA,1DK,1.0,1,1
167,LEM,1,1,ALGAN,N,PT,T,1,MGM,1NB,1.0,1,1
169,LEM,1,1,ALGAN,N,PT,T,1,MGM,1NA,1.0,1,1
170,LEM,1,1,ALGAN,N,PT,T,1,MGM,1NB,1.0,1,1
171,LEM,1,1,ALGAN,N,PT,T,1,MGM,1NC,1.0,1,1
179,LEM,1,1,APROG,N,PT,T,1,JSM,1NB,1.0,1,1
573,LEM,3,1,ORMAQ,N,PT,T,1,AJC,3NB,1.0,1,1
590,LEM,3,1,TRFCA-M,N,PT,T,1,FAC,3NA,1.0,1,1
593,LEM,3,1,TRFCA-M,N,PT,T,1,FAC,3NA,1.0,1,1
599,LEM,1,1,ALGAN,D,PT,T,1,MGM,1DA,1.0,1,1
600,LEM,1,1,ALGAN,D,PT,T,1,MGM,1DB,1.0,1,1
601,LEM,1,1,ALGAN,D,PT,T,1,MGM,1DC,1.0,1,1
602,LEM,1,1,ALGAN,D,PT,T,1,MGM,1DD,1.0,1,1
603,LEM,1,1,ALGAN,D,PT,T,1,MGM,1DE,1.0,1,1
604,LEM,1,1,ALGAN,D,PT,T,1,MGM,1DF,1.0,1,1
605,LEM,1,1,ALGAN,D,PT,T,1,MGM,1DG,1.0,1,1
606,LEM,1,1,ALGAN,D,PT,T,1,MGM,1DH,1.0,1,1
607,LEM,1,1,ALGAN,D,PT,T,1,MGM,1DI,1.0,1,1
608,LEM,1,1,ALGAN,D,PT,T,1,MGM,1DJ,1.0,1,1
609,LEM,1,1,ALGAN,D,PT,T,1,MGM,1DK,1.0,1,1
610,LEM,1,1,ALGAN,D,PT,T,1,MGM,1DA,1.0,1,1
611,LEM,1,1,ALGAN,D,PT,T,1,MGM,1DB,1.0,1,1
612,LEM,1,1,ALGAN,D,PT,T,1,MGM,1DC,1.0,1,1
613,LEM,1,1,ALGAN,D,PT,T,1,MGM,1DD,1.0,1,1
614,LEM,1,1,ALGAN,D,PT,T,1,MGM,1DE,1.0,1,1
615,LEM,1,1,ALGAN,D,PT,T,1,MGM,1DF,1.0,1,1
616,LEM,1,1,ALGAN,D,PT,T,1,MGM,1DG,1.0,1,1
617,LEM,1,1,ALGAN,D,PT,T,1,MGM,1DH,1.0,1,1
618,LEM,1,1,ALGAN,D,PT,T,1,MGM,1DI,1.0,1,1
619,LEM,1,1,ALGAN,D,PT,T,1,MGM,1DJ,1.0,1,1
620,LEM,1,1,ALGAN,D,PT,T,1,MGM,1DK,1.0,1,1
635,LEM,1,1,APROG,D,PT,T,1,JSM,1DD,1.0,1,1
636,LEM,1,1,APROG,D,PT,T,1,JSM,1DE,1.0,1,1
637,LEM,1,1,APROG,D,PT,T,1,JSM,1DF,1.0,1,1
638,LEM,1,1,APROG,D,PT,T,1,JSM,1DG,1.0,1,1
639,LEM,1,1,APROG,D,PT,T,1,JSM,1DH,1.0,1,1
640,LEM,1,1,APROG,D,PT,T,1,JSM,1DI,1.0,1,1
641,LEM,1,1,APROG,D,PT,T,1,JSM,1DJ,1.0,1,1
642,LEM,1,1,APROG,D,PT,T,1,JSM,1DK,1.0,1,1
643,LEM,1,1,APROG,D,PT,T,1,JSM,1DA,1.0,1,1
644,LEM,1,1,APROG,D,PT,T,1,JSM,1DB,1.0,1,1
645,LEM,1,1,APROG,D,PT,T,1,JSM,1DC,1.0,1,1
646,LEM,1,1,APROG,D,PT,T,1,JSM,1DD,1.0,1,1
647,LEM,1,1,APROG,D,PT,T,1,JSM,1DE,1.0,1,1
648,LEM,1,1,APROG,D,PT,T,1,JSM,1DF,1.0,1,1
649,LEM,1,1,APROG,D,PT,T,1,JSM,1DG,1.0,1,1
650,LEM,1,1,APROG,D,PT,T,1,JSM,1DH,1.0,1,1
651,LEM,1,1,APROG,D,PT,T,1,JSM,1DI,1.0,1,1
652,LEM,1,1,APROG,D,PT,T,1,JSM,1DJ,1.0,1,1
653,LEM,1,1,APROG,D,PT,T,1,JSM,1DK,1.0,1,1
668,LEM,1,1,CMATE,D,PT,T,1,RBC,1DD,1.0,1,1
669,LEM,1,1,CMATE,D,PT,T,1,RBC,1DE,1.0,1,1
671,LEM,1,1,CMATE,D,PT,T,1,RBC,1DG,1.0,1,1
672,LEM,1,1,CMATE,D,PT,T,1,RBC,1DH,1.0,1,1
673,LEM,1,1,CMATE,D,PT,T,1,RBC,1DI,1.0,1,1
674,LEM,1,1,CMATE,D,PT,T,1,RBC,1DJ,1.0,1,1
675,LEM,1,1,CMATE,D,PT,T,1,RBC,1DK,1.0,1,1
676,LEM,1,1,CMATE,D,PT,T,1,RBC,1DA,1.0,1,1
677,LEM,1,1,CMATE,D,PT,T,1,RBC,1DB,1.0,1,1
678,LEM,1,1,CMATE,D,PT,T,1,RBC,1DC,1.0,1,1
679,LEM,1,1,CMATE,D,PT,T,1,RBC,1DD,1.0,1,1
680,LEM,1,1,CMATE,D,PT,T,1,RBC,1DE,1.0,1,1
681,LEM,1,1,CMATE,D,PT,T,1,RBC,1DF,1.0,1,1
682,LEM,1,1,CMATE,D,PT,T,1,RBC,1DG,1.0,1,1
683,LEM,1,1,CMATE,D,PT,T,1,RBC,1DH,1.0,1,1
684,LEM,1,1,CMATE,D,PT,T,1,RBC,1DI,1.0,1,1
685,LEM,1,1,CMATE,D,PT,T,1,RBC,1DJ,1.0,1,1
686,LEM,1,1,CMATE,D,PT,T,1,RBC,1DK,1.0,1,1
720,LEM,1,1,FSIAP,D,PT,T,1,MPA,1DA,1.0,1,1
721,LEM,1,1,FSIAP,D,PT,T,1,MPA,1DB,1.0,1,1
722,LEM,1,1,FSIAP,D,PT,T,1,MPA,1DC,1.0,1,1
723,LEM,1,1,FSIAP,D,PT,T,1,MPA,1DD,1.0,1,1
724,LEM,1,1,FSIAP,D,PT,T,1,MPA,1DE,1.0,1,1
725,LEM,1,1,FSIAP,D,PT,T,1,MPA,1DF,1.0,1,1
726,LEM,1,1,FSIAP,D,PT,T,1,MPA,1DG,1.0,1,1
727,LEM,1,1,FSIAP,D,PT,T,1,MPA,1DH,1.0,1,1
728,LEM,1,1,FSIAP,D,PT,T,1,MPA,1DI,1.0,1,1
729,LEM,1,1,FSIAP,D,PT,T,1,MPA,1DJ,1.0,1,1
730,LEM,1,1,FSIAP,D,PT,T,1,MPA,1DK,1.0,1,1
764,LEM,1,1,ALGAN,N,PT,T,1,MGM,1NA,1.0,1,1
765,LEM,1,1,ALGAN,N,PT,T,1,MGM,1NB,1.0,1,1
766,LEM,1,1,ALGAN,N,PT,T,1,MGM,1NC,1.0,1,1
767,LEM,1,1,ALGAN,N,PT,T,1,MGM,1NA,1.0,1,1
768,LEM,1,1,ALGAN,N,PT,T,1,MGM,1NB,1.0,1,1
769,LEM,1,1,ALGAN,N,PT,T,1,MGM,1NC,1.0,1,1
773,LEM,1,1,APROG,N,PT,T,1,JSM,1NA,1.0,1,1
774,LEM,1,1,APROG,N,PT,T,1,JSM,1NB,1.0,1,1
775,LEM,1,1,APROG,N,PT,T,1,JSM,1NC,1.0,1,1
776,LEM,1,1,APROG,N,PT,T,1,JSM,1NA,1.0,1,1
777,LEM,1,1,APROG,N,PT,T,1,JSM,1NB,1.0,1,1
778,LEM,1,1,APROG,N,PT,T,1,JSM,1NC,1.0,1,1
782,LEM,1,1,CMATE,N,PT,T,1,RBC,1NA,1.0,1,1
783,LEM,1,1,CMATE,N,PT,T,1,RBC,1NB,1.0,1,1
784,LEM,1,1,CMATE,N,PT,T,1,RBC,1NC,1.0,1,1
785,LEM,1,1,CMATE,N,PT,T,1,RBC,1NA,1.0,1,1
786,LEM,1,1,CMATE,N,PT,T,1,RBC,1NB,1.0,1,1
787,LEM,1,1,CMATE,N,PT,T,1,RBC,1NC,1.0,1,1
797,LEM,1,1,FSIAP,N,PT,T,1,MPA,1NA,1.0,1,1
798,LEM,1,1,FSIAP,N,PT,T,1,MPA,1NB,1.0,1,1
799,LEM,1,1,FSIAP,N,PT,T,1,MPA,1NC,1.0,1,1
1015,LEM,3,1,AUTO1,D,PT,T,1,AFS,3DC,1.0,1,1
1020,LEM,3,1,AUTO1,D,PT,T,1,AFS,3DH,1.0,1,1
1021,LEM,3,1,AUTO1,D,PT,T,1,AFS,3DI,1.0,1,1
1054,LEM,3,1,ORMAQ,D,PT,T,1,AJC,3DC,1.0,1,1
1055,LEM,3,1,ORMAQ,D,PT,T,1,AJC,3DD,1.0,1,1
1056,LEM,3,1,ORMAQ,D,PT,T,1,AJC,3DE,1.0,1,1
1057,LEM,3,1,ORMAQ,D,PT,T,1,AJC,3DF,1.0,1,1
1058,LEM,3,1,ORMAQ,D,PT,T,1,AJC,3DG,1.0,1,1
1059,LEM,3,1,ORMAQ,D,PT,T,1,AJC,3DH,1.0,1,1
1060,LEM,3,1,ORMAQ,D,PT,T,1,AJC,3DI,1.0,1,1
1061,LEM,3,1,ORMAQ,D,PT,T,1,AJC,3DA,1.0,1,1
1062,LEM,3,1,ORMAQ,D,PT,T,1,AJC,3DB,1.0,1,1
1063,LEM,3,1,ORMAQ,D,PT,T,1,AJC,3DC,1.0,1,1
1064,LEM,3,1,ORMAQ,D,PT,T,1,AJC,3DD,1.0,1,1
1065,LEM,3,1,ORMAQ,D,PT,T,1,AJC,3DE,1.0,1,1
1066,LEM,3,1,ORMAQ,D,PT,T,1,AJC,3DF,1.0,1,1
1067,LEM,3,1,ORMAQ,D,PT,T,1,AJC,3DG,1.0,1,1
1068,LEM,3,1,ORMAQ,D,PT,T,1,AJC,3DH,1.0,1,1
1069,LEM,3,1,ORMAQ,D,PT,T,1,AJC,3DI,1.0,1,1
1070,LEM,3,1,ORMAQ,D,EN,T,1,AJC,3DJ_E,1.0,1,1
1071,LEM,3,1,ORMAQ,D,EN,T,1,AJC,3DJ_E,1.0,1,1
